📺综合,#genre#
CCTV-5+,http://123.157.31.182:7912/rtp/233.50.201.220:5140
CCTV-6,http://114.95.156.205:4022/rtp/239.45.1.70:5140
CCTV-6,http://114.246.181.146:4022/rtp/239.3.1.174:8001
CCTV-6,http://112.255.69.58:6666/rtp/239.253.254.193:8000
CCTV-6,http://114.252.236.205:8000/rtp/239.3.1.174:8001
CCTV-6,http://114.240.224.31:3000/rtp/239.3.1.174:8001
CCTV-6,http://111.175.30.248:8848/rtp/239.69.1.124:10382
CCTV-6,http://nas.hssvm.com:8888/udp/225.1.1.195:5002
CCTV-6,http://183.66.15.138:4070/rtp/235.254.198.143:1852
CCTV-6,http://qjrhc.jydjd.top:2911/udp/224.1.100.194:11111
CCTV-6,http://49.79.3.119:8890/rtp/239.49.9.33:6000
CCTV-7,http://114.95.156.205:4022/rtp/239.45.3.56:5140
CCTV-7,http://114.246.181.146:4022/rtp/239.3.1.61:8104
CCTV-7,http://112.255.69.58:6666/rtp/239.253.254.233:8000
CCTV-7,http://114.252.236.205:8000/rtp/239.3.1.61:8104
CCTV-7,http://114.240.224.31:3000/rtp/239.3.1.61:8104
CCTV-7,http://111.175.30.248:8848/rtp/239.69.1.103:10256
CCTV-7,http://nas.hssvm.com:8888/udp/225.1.1.138:5002
CCTV-7,http://183.66.15.138:4070/rtp/235.254.198.56:1500
CCTV-7,http://qjrhc.jydjd.top:2911/udp/224.1.100.27:11111
CCTV-7,http://49.79.3.119:8890/rtp/239.49.8.132:6000
CCTV-8,http://114.95.156.205:4022/rtp/239.45.1.71:5140
CCTV-8,http://114.246.181.146:4022/rtp/239.3.1.175:8001
CCTV-8,http://112.255.69.58:6666/rtp/239.253.254.194:8000
CCTV-8,http://114.252.236.205:8000/rtp/239.3.1.175:8001
CCTV-8,http://114.240.224.31:3000/rtp/239.3.1.175:8001
CCTV-8,http://111.175.30.248:8848/rtp/239.69.1.125:10388
CCTV-8,http://nas.hssvm.com:8888/udp/225.1.1.196:5002
CCTV-8,http://183.66.15.138:4070/rtp/235.254.198.144:1856
CCTV-8,http://qjrhc.jydjd.top:2911/udp/224.1.100.86:11111
CCTV-8,http://49.79.3.119:8890/rtp/239.49.9.34:6000
CCTV-9,http://114.95.156.205:4022/rtp/239.45.3.4:5140
CCTV-9,http://114.246.181.146:4022/rtp/239.3.1.62:8112
CCTV-9,http://112.255.69.58:6666/rtp/239.253.254.79:8000
CCTV-9,http://114.252.236.205:8000/rtp/239.3.1.62:8112
CCTV-9,http://114.240.224.31:3000/rtp/239.3.1.62:8112
CCTV-9,http://111.175.30.248:8848/rtp/239.69.1.104:10262
CCTV-9,http://nas.hssvm.com:8888/udp/225.1.1.119:5002
CCTV-9,http://183.66.15.138:4070/rtp/235.254.198.58:1508
CCTV-9,http://qjrhc.jydjd.top:2911/udp/224.1.100.29:11111
CCTV-9,http://49.79.3.119:8890/rtp/239.49.8.133:6000
CCTV-10,http://114.95.156.205:4022/rtp/239.45.3.8:5140
CCTV-10,http://114.246.181.146:4022/rtp/239.3.1.63:8116
CCTV-10,http://112.255.69.58:6666/rtp/239.253.254.234:8000
CCTV-10,http://114.252.236.205:8000/rtp/239.3.1.63:8116
CCTV-10,http://114.240.224.31:3000/rtp/239.3.1.63:8116
CCTV-10,http://111.175.30.248:8848/rtp/239.69.1.105:10268
CCTV-10,http://nas.hssvm.com:8888/udp/225.1.1.140:5002
CCTV-10,http://183.66.15.138:4070/rtp/235.254.198.59:1512
CCTV-10,http://qjrhc.jydjd.top:2911/udp/224.1.100.75:11111
CCTV-10,http://49.79.3.119:8890/rtp/239.49.8.134:6000
CCTV-11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV-11,http://114.95.156.205:4022/rtp/239.45.1.196:5140
CCTV-11,http://114.246.181.146:4022/rtp/239.3.1.152:8120
CCTV-11,http://112.255.69.58:6666/rtp/239.253.254.169:8000
CCTV-11,http://114.252.236.205:8000/rtp/239.3.1.152:8120
CCTV-11,http://114.240.224.31:3000/rtp/239.3.1.152:8120
CCTV-11,http://111.175.30.248:8848/rtp/239.69.1.154:10560
CCTV-11,http://nas.hssvm.com:8888/udp/225.1.1.22:5002
CCTV-11,http://183.66.15.138:4070/rtp/235.254.198.7:1304
CCTV-11,http://qjrhc.jydjd.top:2911/udp/224.1.100.44:11111
CCTV-11,http://49.79.3.119:8890/rtp/239.49.1.11:6000
CCTV-12,http://114.95.156.205:4022/rtp/239.45.3.10:5140
CCTV-12,http://114.246.181.146:4022/rtp/239.3.1.64:8124
CCTV-12,http://112.255.69.58:6666/rtp/239.253.254.235:8000
CCTV-12,http://114.252.236.205:8000/rtp/239.3.1.64:8124
CCTV-12,http://114.240.224.31:3000/rtp/239.3.1.64:8124
CCTV-12,http://111.175.30.248:8848/rtp/239.69.1.106:10274
CCTV-12,http://nas.hssvm.com:8888/udp/225.1.1.142:5002
CCTV-12,http://183.66.15.138:4070/rtp/235.254.198.60:1516
CCTV-12,http://qjrhc.jydjd.top:2911/udp/224.1.100.77:11111
CCTV-12,http://49.79.3.119:8890/rtp/239.49.8.135:6000
CCTV-13,http://114.95.156.205:4022/rtp/239.45.1.198:5140
CCTV-13,http://114.246.181.146:4022/rtp/239.3.1.124:8128
CCTV-13,http://112.255.69.58:6666/rtp/239.253.254.175:8000
CCTV-13,http://114.252.236.205:8000/rtp/239.3.1.124:8128
CCTV-13,http://114.240.224.31:3000/rtp/239.3.1.124:8128
CCTV-13,http://111.175.30.248:8848/rtp/239.254.96.161:9040
CCTV-13,http://nas.hssvm.com:8888/udp/225.1.1.24:5002
CCTV-13,http://183.66.15.138:4070/rtp/235.254.198.9:1312
CCTV-13,http://qjrhc.jydjd.top:2911/udp/224.1.100.70:11111
CCTV-13,http://49.79.3.119:8890/rtp/239.49.9.43:6000
CCTV-14,http://114.95.156.205:4022/rtp/239.45.3.23:5140
CCTV-14,http://114.246.181.146:4022/rtp/239.3.1.65:8132
CCTV-14,http://112.255.69.58:6666/rtp/239.253.254.236:8000
CCTV-14,http://114.252.236.205:8000/rtp/239.3.1.65:8132
CCTV-14,http://114.240.224.31:3000/rtp/239.3.1.65:8132
CCTV-14,http://111.175.30.248:8848/rtp/239.69.1.107:10280
CCTV-14,http://nas.hssvm.com:8888/udp/225.1.1.144:5002
CCTV-14,http://qjrhc.jydjd.top:2911/udp/224.1.100.79:11111
CCTV-14,http://49.79.3.119:8890/rtp/239.49.8.136:6000
CCTV-14,http://123.157.31.182:7912/rtp/233.50.201.124:5140
CCTV-15,http://114.95.156.205:4022/rtp/239.45.1.200:5140
CCTV-15,http://114.246.181.146:4022/rtp/239.3.1.153:8136
CCTV-15,http://112.255.69.58:6666/rtp/239.253.254.170:8000
CCTV-15,http://114.252.236.205:8000/rtp/239.3.1.153:8136
CCTV-15,http://114.240.224.31:3000/rtp/239.3.1.153:8136
CCTV-15,http://111.175.30.248:8848/rtp/239.69.1.155:10566
CCTV-15,http://nas.hssvm.com:8888/udp/225.1.1.26:5002
CCTV-15,http://183.66.15.138:4070/rtp/235.254.198.11:1320
CCTV-15,http://qjrhc.jydjd.top:2911/udp/224.1.100.42:11111
CCTV-15,http://49.79.3.119:8890/rtp/239.49.1.15:6000
CCTV-16,http://114.246.181.146:4022/rtp/239.3.1.183:8001
CCTV-16,http://114.252.236.205:8000/rtp/239.3.1.183:8001
CCTV-16,http://114.240.224.31:3000/rtp/239.3.1.183:8001
CCTV-16,http://111.175.30.248:8848/rtp/239.69.1.247:11124
CCTV-16,http://123.157.31.182:7912/rtp/233.50.201.192:5140
CCTV-17,http://114.246.181.146:4022/rtp/239.3.1.151:8144
CCTV-17,http://112.255.69.58:6666/rtp/239.253.254.168:8000
CCTV-17,http://114.252.236.205:8000/rtp/239.3.1.151:8144
CCTV-17,http://114.240.224.31:3000/rtp/239.3.1.151:8144
CCTV-17,http://111.175.30.248:8848/rtp/239.69.1.152:10548
CCTV-17,http://qjrhc.jydjd.top:2911/udp/224.1.100.135:11111
CCTV-17,http://49.79.3.119:8890/rtp/239.49.1.7:6000
CCTV-17,http://123.157.31.182:7912/rtp/233.50.201.35:5140
CCTV-17,http://14.112.86.85:4022/rtp/239.77.1.121:5146
CCTV-17,http://60.2.190.206:4000/rtp/239.253.93.150:6318
北京卫视,http://114.95.156.205:4022/rtp/239.45.3.229:5140
北京卫视,http://tvpull.careryun.com/tv/cn_bjws.m3u8
北京卫视,http://112.255.69.58:6666/rtp/239.253.254.85:8000
北京卫视,http://111.175.30.248:8848/rtp/239.254.96.141:8920
北京卫视,http://nas.hssvm.com:8888/udp/225.1.1.113:5002
北京卫视,http://183.66.15.138:4070/rtp/235.254.198.21:1360
北京卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.100:11111
北京卫视,http://49.79.3.119:8890/rtp/239.49.8.141:6000
北京卫视,http://123.157.31.182:7912/rtp/233.50.201.107:5140
北京卫视,http://14.112.86.85:4022/rtp/239.77.1.14:5146
东方卫视,http://114.95.156.205:4022/rtp/239.45.3.146:5140
东方卫视,http://tvpull.careryun.com/tv/dfws.m3u8
东方卫视,http://112.255.69.58:6666/rtp/239.253.254.86:8000
东方卫视,http://114.252.236.205:8000/rtp/239.3.1.136:8032
东方卫视,http://114.240.224.31:3000/rtp/239.3.1.136:8032
东方卫视,http://111.175.30.248:8848/rtp/239.69.1.173:10674
东方卫视,http://183.66.15.138:4070/rtp/235.254.198.33:1408
东方卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.47:11111
东方卫视,http://49.79.3.119:8890/rtp/239.49.8.140:6000
东方卫视,http://123.157.31.182:7912/rtp/233.50.201.125:5140
湖南卫视,http://114.95.156.205:4022/rtp/239.45.3.228:5140
湖南卫视,http://tvpull.careryun.com/tv/cn_hunws.m3u8
湖南卫视,http://112.255.69.58:6666/rtp/239.253.254.82:8000
湖南卫视,http://114.252.236.205:8000/rtp/239.3.1.132:8012
湖南卫视,http://114.240.224.31:3000/rtp/239.3.1.132:8012
湖南卫视,http://111.175.30.248:8848/rtp/239.254.96.139:8908
湖南卫视,http://nas.hssvm.com:8888/udp/225.1.1.114:5002
湖南卫视,http://183.66.15.138:4070/rtp/235.254.198.17:1344
湖南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.97:11111
湖南卫视,http://49.79.3.119:8890/rtp/239.49.8.142:6000
江苏卫视,http://114.95.156.205:4022/rtp/239.45.3.177:5140
江苏卫视,http://112.255.69.58:6666/rtp/239.253.254.83:8000
江苏卫视,http://114.252.236.205:8000/rtp/239.3.1.135:8028
江苏卫视,http://114.240.224.31:3000/rtp/239.3.1.135:8028
江苏卫视,http://111.175.30.248:8848/rtp/239.69.1.174:10680
江苏卫视,http://nas.hssvm.com:8888/udp/225.1.1.126:5002
江苏卫视,http://183.66.15.138:4070/rtp/235.254.198.19:1352
江苏卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.45:11111
江苏卫视,http://49.79.3.119:8890/rtp/239.49.8.138:6000
江苏卫视,http://123.157.31.182:7912/rtp/233.50.201.106:5140
浙江卫视,http://114.95.156.205:4022/rtp/239.45.3.178:5140
浙江卫视,http://zhfivel02.cztv.com/channel01/1080p.m3u8?auth_key=2524708799-0-0-adde67b1b344fdd5e512f30a4ae31915
浙江卫视,http://112.255.69.58:6666/rtp/239.253.254.84:8000
浙江卫视,http://114.252.236.205:8000/rtp/239.3.1.137:8036
浙江卫视,http://114.240.224.31:3000/rtp/239.3.1.137:8036
浙江卫视,http://111.175.30.248:8848/rtp/239.254.96.143:8932
浙江卫视,http://nas.hssvm.com:8888/udp/225.1.1.112:5002
浙江卫视,http://183.66.15.138:4070/rtp/235.254.198.18:1348
浙江卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.51:11111
浙江卫视,http://49.79.3.119:8890/rtp/239.49.8.139:6000
湖北卫视,http://114.95.156.205:4022/rtp/239.45.3.239:5140
湖北卫视,http://112.255.69.58:6666/rtp/239.253.254.88:8000
湖北卫视,http://114.252.236.205:8000/rtp/239.3.1.138:8044
湖北卫视,http://114.240.224.31:3000/rtp/239.3.1.138:8044
湖北卫视,http://111.175.30.248:8848/rtp/239.254.96.115:8664
湖北卫视,http://nas.hssvm.com:8888/udp/225.1.1.147:5002
湖北卫视,http://183.66.15.138:4070/rtp/235.254.198.72:1564
湖北卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.67:11111
湖北卫视,http://49.79.3.119:8890/rtp/239.49.8.147:6000
湖北卫视,http://123.157.31.182:7912/rtp/233.50.201.114:5140
广东卫视,http://114.95.156.205:4022/rtp/239.45.3.230:5140
广东卫视,http://112.255.69.58:6666/rtp/239.253.254.90:8000
广东卫视,http://114.252.236.205:8000/rtp/239.3.1.142:8048
广东卫视,http://114.240.224.31:3000/rtp/239.3.1.142:8048
广东卫视,http://111.175.30.248:8848/rtp/239.254.96.140:8914
广东卫视,http://nas.hssvm.com:8888/udp/225.1.1.116:5002
广东卫视,http://183.66.15.138:4070/rtp/235.254.196.204:1088
广东卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.95:11111
广东卫视,http://49.79.3.119:8890/rtp/239.49.8.143:6000
广东卫视,http://123.157.31.182:7912/rtp/233.50.201.102:5140
黑龙江卫视,http://114.95.156.205:4022/rtp/239.45.3.232:5140
黑龙江卫视,http://tvpull.careryun.com/tv/cn_hljws.m3u8
黑龙江卫视,http://112.255.69.58:6666/rtp/239.253.254.93:8000
黑龙江卫视,http://114.252.236.205:8000/rtp/239.3.1.133:8016
黑龙江卫视,http://114.240.224.31:3000/rtp/239.3.1.133:8016
黑龙江卫视,http://111.175.30.248:8848/rtp/239.254.96.138:8902
黑龙江卫视,http://nas.hssvm.com:8888/udp/225.1.1.115:5002
黑龙江卫视,http://183.66.15.138:4070/rtp/235.254.198.27:1384
黑龙江卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.139:11111
黑龙江卫视,http://49.79.3.119:8890/rtp/239.49.1.50:6000
安徽卫视,http://114.95.156.205:4022/rtp/239.45.1.120:5140
安徽卫视,http://tvpull.careryun.com/tv/ahws.m3u8
安徽卫视,http://112.255.69.58:6666/rtp/239.253.254.87:8000
安徽卫视,http://114.252.236.205:8000/rtp/239.3.1.211:8064
安徽卫视,http://114.240.224.31:3000/rtp/239.3.1.211:8064
安徽卫视,http://111.175.30.248:8848/rtp/239.69.1.70:10060
安徽卫视,http://nas.hssvm.com:8888/udp/225.1.1.127:5002
安徽卫视,http://183.66.15.138:4070/rtp/235.254.198.20:1356
安徽卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.66:11111
安徽卫视,http://49.79.3.119:8890/rtp/239.49.8.204:6000
重庆卫视,http://114.95.156.205:4022/rtp/239.45.1.84:5140
重庆卫视,http://tvpull.careryun.com/tv/cn_cqws.m3u8
重庆卫视,http://112.255.69.58:6666/rtp/239.253.254.38:8000
重庆卫视,http://114.252.236.205:8000/rtp/239.3.1.122:8160
重庆卫视,http://114.240.224.31:3000/rtp/239.3.1.122:8160
重庆卫视,http://111.175.30.248:8848/rtp/239.69.1.149:10530
重庆卫视,http://nas.hssvm.com:8888/udp/225.1.1.155:5002
重庆卫视,http://183.66.15.138:4070/rtp/235.254.198.34:1412
重庆卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.101:11111
重庆卫视,http://49.79.3.119:8890/rtp/239.49.8.149:6000
东南卫视,http://114.95.156.205:4022/rtp/239.45.1.121:5140
东南卫视,http://112.255.69.58:6666/rtp/239.253.254.105:8000
东南卫视,http://114.252.236.205:8000/rtp/239.3.1.156:8148
东南卫视,http://114.240.224.31:3000/rtp/239.3.1.156:8148
东南卫视,http://111.175.30.248:8848/rtp/239.69.1.108:10286
东南卫视,http://nas.hssvm.com:8888/udp/225.1.1.38:5002
东南卫视,http://183.66.15.138:4070/rtp/235.254.198.35:1416
东南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.55:11111
东南卫视,http://49.79.3.119:8890/rtp/239.49.8.186:6000
东南卫视,http://123.157.31.182:7912/rtp/233.50.201.146:5140
甘肃卫视,http://114.95.156.205:4022/rtp/239.45.1.234:5140
甘肃卫视,http://tvpull.careryun.com/tv/cn_gsws.m3u8
甘肃卫视,http://112.255.69.58:6666/rtp/239.253.254.74:8000
甘肃卫视,http://114.252.236.205:8000/rtp/239.3.1.49:8188
甘肃卫视,http://114.240.224.31:3000/rtp/239.3.1.49:8188
甘肃卫视,http://nas.hssvm.com:8888/udp/225.1.1.30:5002
甘肃卫视,http://183.66.15.138:4070/rtp/235.254.198.48:1468
甘肃卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.10:11111
甘肃卫视,http://49.79.3.119:8890/rtp/239.49.1.238:6000
甘肃卫视,http://123.157.31.182:7912/rtp/233.50.201.149:5140
广西卫视,http://114.95.156.205:4022/rtp/239.45.0.5:5140
广西卫视,http://tvpull.careryun.com/tv/cn_gxws.m3u8
广西卫视,http://112.255.69.58:6666/rtp/239.253.254.197:8000
广西卫视,http://114.252.236.205:8000/rtp/239.3.1.39:8300
广西卫视,http://114.240.224.31:3000/rtp/239.3.1.39:8300
广西卫视,http://111.175.30.248:8848/rtp/239.69.1.191:10788
广西卫视,http://nas.hssvm.com:8888/udp/225.1.2.81:5002
广西卫视,http://183.66.15.138:4070/rtp/235.254.198.38:1428
广西卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.110:11111
广西卫视,http://49.79.3.119:8890/rtp/239.49.8.209:6000
贵州卫视,http://114.95.156.205:4022/rtp/239.45.1.80:5140
贵州卫视,http://tvpull.careryun.com/tv/cn_gzws.m3u8
贵州卫视,http://112.255.69.58:6666/rtp/239.253.254.113:8000
贵州卫视,http://114.252.236.205:8000/rtp/239.3.1.149:8076
贵州卫视,http://114.240.224.31:3000/rtp/239.3.1.149:8076
贵州卫视,http://111.175.30.248:8848/rtp/239.69.1.150:10536
贵州卫视,http://nas.hssvm.com:8888/udp/225.1.2.28:5002
贵州卫视,http://183.66.15.138:4070/rtp/235.254.198.30:1396
贵州卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.57:11111
贵州卫视,http://49.79.3.119:8890/rtp/239.49.8.174:6000
海南卫视,http://114.95.156.205:4022/rtp/239.45.1.81:5140
海南卫视,http://tvpull.careryun.com/tv/hainws.m3u8
海南卫视,http://112.255.69.58:6666/rtp/239.253.254.179:8000
海南卫视,http://114.252.236.205:8000/rtp/239.3.1.45:8304
海南卫视,http://114.240.224.31:3000/rtp/239.3.1.45:8304
海南卫视,http://111.175.30.248:8848/rtp/239.69.1.151:10542
海南卫视,http://nas.hssvm.com:8888/udp/225.1.2.82:5002
海南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.15:11111
海南卫视,http://49.79.3.119:8890/rtp/239.49.8.212:6000
海南卫视,http://123.157.31.182:7912/rtp/233.50.201.55:5140
河北卫视,http://114.95.156.205:4022/rtp/239.45.1.44:5140
河北卫视,http://112.255.69.58:6666/rtp/239.253.254.112:8000
河北卫视,http://114.252.236.205:8000/rtp/239.3.1.148:8072
河北卫视,http://114.240.224.31:3000/rtp/239.3.1.148:8072
河北卫视,http://111.175.30.248:8848/rtp/239.69.1.157:10578
河北卫视,http://nas.hssvm.com:8888/udp/225.1.2.27:5002
河北卫视,http://183.66.15.138:4070/rtp/235.254.198.184:7980
河北卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.19:11111
河北卫视,http://49.79.3.119:8890/rtp/239.49.1.236:6000
河北卫视,http://123.157.31.182:7912/rtp/233.50.201.140:5140
河南卫视,http://114.95.156.205:4022/rtp/239.45.0.3:5140
河南卫视,http://112.255.69.58:6666/rtp/239.253.254.190:8000
河南卫视,http://114.252.236.205:8000/rtp/239.3.1.27:8128
河南卫视,http://114.240.224.31:3000/rtp/239.3.1.27:8128
河南卫视,http://111.175.30.248:8848/rtp/239.69.1.168:10644
河南卫视,http://nas.hssvm.com:8888/udp/225.1.2.61:5002
河南卫视,http://183.66.15.138:4070/rtp/235.254.198.26:1380
河南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.73:11111
河南卫视,http://49.79.3.119:8890/rtp/239.49.8.197:6000
河南卫视,http://123.157.31.182:7912/rtp/233.50.201.144:5140
吉林卫视,http://114.95.156.205:4022/rtp/239.45.0.6:5140
吉林卫视,http://tvpull.careryun.com/tv/jlws.m3u8
吉林卫视,http://112.255.69.58:6666/rtp/239.253.254.173:8000
吉林卫视,http://114.252.236.205:8000/rtp/239.3.1.240:8172
吉林卫视,http://114.240.224.31:3000/rtp/239.3.1.240:8172
吉林卫视,http://111.175.30.248:8848/rtp/239.69.1.212:10914
吉林卫视,http://nas.hssvm.com:8888/udp/225.1.2.26:5002
吉林卫视,http://183.66.15.138:4070/rtp/235.254.198.39:1432
吉林卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.59:11111
吉林卫视,http://49.79.3.119:8890/rtp/239.49.8.187:6000
江西卫视,http://114.95.156.205:4022/rtp/239.45.1.122:5140
江西卫视,http://tvpull.careryun.com/tv/jxws.m3u8
江西卫视,http://112.255.69.58:6666/rtp/239.253.254.47:8000
江西卫视,http://114.252.236.205:8000/rtp/239.3.1.123:8164
江西卫视,http://114.240.224.31:3000/rtp/239.3.1.123:8164
江西卫视,http://111.175.30.248:8848/rtp/239.69.1.126:10394
江西卫视,http://nas.hssvm.com:8888/udp/225.1.2.29:5002
江西卫视,http://183.66.15.138:4070/rtp/235.254.198.29:1392
江西卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.53:11111
江西卫视,http://49.79.3.119:8890/rtp/239.49.8.185:6000
辽宁卫视,http://114.95.156.205:4022/rtp/239.45.1.123:5140
辽宁卫视,http://112.255.69.58:6666/rtp/239.253.254.92:8000
辽宁卫视,http://114.252.236.205:8000/rtp/239.3.1.210:8056
辽宁卫视,http://114.240.224.31:3000/rtp/239.3.1.210:8056
辽宁卫视,http://111.175.30.248:8848/rtp/239.69.1.71:10066
辽宁卫视,http://nas.hssvm.com:8888/udp/225.1.1.154:5002
辽宁卫视,http://183.66.15.138:4070/rtp/235.254.198.68:1548
辽宁卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.91:11111
辽宁卫视,http://49.79.3.119:8890/rtp/239.49.8.173:6000
辽宁卫视,http://123.157.31.182:7912/rtp/233.50.201.141:5140
内蒙古卫视,http://114.95.156.205:4022/rtp/239.45.1.238:5140
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=35f2dd39972cede5222c6bd2c0efe24b&txTime=77395680
内蒙古卫视,http://114.252.236.205:8000/rtp/239.3.1.43:8176
内蒙古卫视,http://114.240.224.31:3000/rtp/239.3.1.43:8176
内蒙古卫视,http://nas.hssvm.com:8888/udp/225.1.1.32:5002
内蒙古卫视,http://183.66.15.138:4070/rtp/235.254.198.42:1444
内蒙古卫视,http://49.79.3.119:8890/rtp/239.49.1.240:6000
内蒙古卫视,http://123.157.31.182:7912/rtp/233.50.201.148:5140
宁夏卫视,http://114.95.156.205:4022/rtp/239.45.1.213:5140
宁夏卫视,http://114.252.236.205:8000/rtp/239.3.1.46:8124
宁夏卫视,http://114.240.224.31:3000/rtp/239.3.1.46:8124
